Header,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation
11.165,1.36180474,-4.24753998,-135.71399625,-1.86871169,0.96835609,-0.13598696,12.48017825,-8.38700106,-1.34034107,-66.66497058,5.31782017,-18.42495938,0,15.88906649,-2.06334881,-5.60057703,-21.97066769,9.49011551,1.81142419,0,0,0,0
11.17,1.3298865,-4.14368509,-135.95199113,-1.87071064,0.96906494,-0.13304911,13.10132486,-8.20052445,-1.55433234,-66.82510016,5.8382762,-18.14939187,0,15.61139442,-2.14327207,-5.79672345,-21.84128501,9.66925883,1.78169326,0,0,0,0
11.175,1.29674589,-4.04514684,-136.19951177,-1.87279723,0.96979013,-0.13000268,13.72780613,-8.01345426,-1.78613961,-66.9640736,6.3823786,-17.82436036,0,15.31476536,-2.22045346,-6.01831122,-21.7065352,9.85564332,1.76387111,0,0,0,0
11.18,1.26791636,-3.95673605,-136.45005246,-1.87495025,0.97051842,-0.12687229,14.35426213,-7.8365756,-2.04051235,-67.07688112,6.95606355,-17.44848861,0,15.00277404,-2.285866,-6.26090476,-21.56544585,10.03933582,1.75901631,0,0,0,0
11.185,1.23268987,-3.86395467,-136.71775572,-1.87716343,0.97126234,-0.12369999,14.98136363,-7.64334167,-2.29850969,-67.1500116,7.51205178,-17.01077006,0,14.67075279,-2.35618403,-6.50599964,-21.40359608,10.23003463,1.73690826,0,0,0,0
11.19,1.20181445,-3.78190152,-136.9880094,-1.8794164,0.97199899,-0.1204873,15.59919926,-7.46217283,-2.57549406,-67.18460173,8.0874979,-16.51567163,0,14.32494844,-2.41264297,-6.76488019,-21.23254851,10.41534654,1.71321866,0,0,0,0
11.195,1.17253786,-3.70733359,-137.26491656,-1.88170941,0.9727275,-0.11726701,16.20583708,-7.28689512,-2.8675948,-67.17371833,8.66121463,-15.95575481,0,13.9659405,-2.46046303,-7.03354078,-21.05090085,10.59750049,1.68177514,0,0,0,0
11.2,1.14506132,-3.64588804,-137.54603468,-1.88402525,0.97344455,-0.114037,16.79347727,-7.12438669,-3.17454727,-67.11432205,9.24856013,-15.33880006,0,13.59045979,-2.49415924,-7.31536227,-20.85732731,10.77115651,1.64488413,0,0,0,0
11.205,1.1196583,-3.58085544,-137.83482445,-1.88635878,0.97414636,-0.11082502,17.37436574,-6.96038756,-3.49409192,-66.99972453,9.80483509,-14.66083938,0,13.20944678,-2.52505036,-7.59335305,-20.64728636,10.94823849,1.5948765,0,0,0,0
11.21,1.09632857,-3.52645054,-138.12767482,-1.88870828,0.97482739,-0.10763335,17.93538173,-6.80724239,-3.82738938,-66.83171132,10.3582002,-13.93661085,0,12.81649715,-2.54348444,-7.87774127,-20.42653937,11.11763358,1.53624129,0,0,0,0
11.215,1.07575607,-3.47827732,-138.42446752,-1.89106261,0.97548318,-0.10446679,18.47934559,-6.66468241,-4.17680045,-66.60764238,10.89896798,-13.16649528,0,12.41680516,-2.55172099,-8.16681282,-20.19615667,11.28334179,1.4674504,0,0,0,0
11.22,1.05815472,-3.43934532,-138.72564359,-1.89342649,0.97611398,-0.10133034,19.0026742,-6.53404869,-4.5397767,-66.32601874,11.43083696,-12.35975604,0,12.00771539,-2.5473998,-8.45988195,-19.95436454,11.44092282,1.38931542,0,0,0,0
11.225,1.04246714,-3.40564085,-139.03189334,-1.89579446,0.97671537,-0.09823149,19.50824879,-6.4117444,-4.9170119,-65.98734363,11.9456633,-11.5242365,0,11.59318996,-2.53427616,-8.75433033,-19.70379795,11.59302118,1.29954176,0,0,0,0
11.23,1.03180005,-3.37377075,-139.33924666,-1.89815589,0.9772779,-0.0951624,19.99964025,-6.30086539,-5.31364564,-65.590827,12.43338689,-10.67016819,0,11.18114892,-2.51200652,-9.04773898,-19.44878756,11.749139,1.19991272,0,0,0,0
11.235,1.02382361,-3.35052548,-139.65208933,-1.90052092,0.97780724,-0.09213253,20.47196979,-6.2026438,-5.72428253,-65.14015373,12.90655105,-9.80151645,0,10.76174858,-2.47732322,-9.34081428,-19.1841202,11.89652892,1.0911278,0,0,0,0
11.24,1.01844481,-3.32853188,-139.96849376,-1.90288534,0.9782959,-0.08913889,20.92896081,-6.11175071,-6.15215616,-64.63359897,13.35416614,-8.93335823,0,10.34397547,-2.43605859,-9.63040295,-18.91621034,12.04365743,0.97007845,0,0,0,0
11.245,1.0164597,-3.30934362,-140.28872862,-1.90524759,0.97874522,-0.08618352,21.37031629,-6.0300991,-6.59705637,-64.07214095,13.77687914,-8.07207119,0,9.92860301,-2.38680225,-9.91690642,-18.6474373,12.19023016,0.83837816,0,0,0,0
11.25,1.01813833,-3.29302244,-140.61243388,-1.90761126,0.97915428,-0.08326161,21.79604344,-5.95689257,-7.05749514,-63.45737979,14.17437304,-7.22998672,0,9.51443814,-2.32879047,-10.19842474,-18.37549324,12.33445826,0.69598615,0,0,0,0
11.255,1.02242502,-3.28152884,-140.94078499,-1.909979,0.97952407,-0.08037745,22.20474939,-5.89251191,-7.53283578,-62.79161757,14.54834931,-6.41394942,0,9.09959539,-2.26138279,-10.47486164,-18.10064718,12.47392053,0.54172334,0,0,0,0
11.26,1.03034741,-3.26879534,-141.27207278,-1.9123539,0.97984869,-0.07752305,22.59953267,-5.83214901,-8.02429104,-62.07439746,14.89335459,-5.63467557,0,8.69251097,-2.18918954,-10.74597126,-17.83054059,12.61805277,0.3757135,0,0,0,0
11.265,1.04167958,-3.25975753,-141.60841576,-1.91473674,0.98013365,-0.07470262,22.97845718,-5.77829103,-8.52765894,-61.30826121,15.21581535,-4.89529325,0,8.28704036,-2.10824269,-11.01087454,-17.55991298,12.7592966,0.19889359,0,0,0,0
11.27,1.05601533,-3.24641305,-141.94865485,-1.91713146,0.9803723,-0.07191918,23.34537077,-5.72256968,-9.04406198,-60.49319094,15.51078472,-4.20352118,0,7.89241182,-2.02700353,-11.26971634,-17.2972275,12.90844736,0.01451785,0,0,0,0
11.275,1.07400461,-3.23644561,-142.29418938,-1.91954159,0.98057016,-0.06916898,23.69689044,-5.67039137,-9.56948447,-59.63332166,15.78475347,-3.56832147,0,7.50109324,-1.9379334,-11.52439901,-17.03680865,13.05500986,-0.17961053,0,0,0,0
11.28,1.09398598,-3.23112198,-142.6454682,-1.92196514,0.98072823,-0.06645032,24.03137776,-5.62321026,-10.10507275,-58.73152929,16.04168053,-2.98530633,0,7.11232515,-1.84097486,-11.77468484,-16.78181487,13.19852645,-0.38866174,0,0,0,0
11.285,1.11470495,-3.21162603,-142.99937061,-1.92441561,0.98083797,-0.06377367,24.35524172,-5.56050863,-10.65540686,-57.7816003,16.26357046,-2.46537097,0,6.7479658,-1.75835795,-12.03073903,-16.55452151,13.3644824,-0.60068409,0,0,0,0
11.29,1.14384964,-3.20345882,-143.36281949,-1.92688489,0.98091225,-0.06112377,24.66515975,-5.5049865,-11.19646265,-56.79531949,16.48425198,-2.00089442,0,6.37272543,-1.65390971,-12.2682343,-16.30412874,13.51733145,-0.80996981,0,0,0,0
11.295,1.17284581,-3.19078047,-143.73165096,-1.92937693,0.98094405,-0.05851528,24.96037802,-5.44104889,-11.74735998,-55.76934295,16.68030782,-1.60331459,0,6.01299782,-1.55512342,-12.51139484,-16.07696302,13.67764466,-1.03236476,0,0,0,0
11.3,1.20479788,-3.1779348,-144.10735745,-1.93189785,0.98093694,-0.05594408,25.24129292,-5.37073054,-12.29817704,-54.70618255,16.85903391,-1.26779654,0,5.66125809,-1.45467598,-12.75607226,-15.85987903,13.84069049,-1.25976605,0,0,0,0
11.305,1.23733886,-3.16203585,-144.49245288,-1.93443606,0.98089181,-0.05340953,25.50882465,-5.28999652,-12.8481426,-53.60807478,17.02011545,-0.99411499,0,5.31790378,-1.35608102,-13.00240001,-15.65246181,14.00684704,-1.48947495,0,0,0,0
11.31,1.27285842,-3.14480473,-144.88480685,-1.93700598,0.98080805,-0.05091739,25.76255232,-5.19947429,-13.39547307,-52.4762695,17.16012694,-0.7866408,0,4.98474113,-1.25811078,-13.25260875,-15.458258,14.17972663,-1.71810454,0,0,0,0
11.315,1.31109157,-3.12197006,-145.28659256,-1.93959998,0.98068376,-0.04846479,26.00584041,-5.09503811,-13.93988283,-51.31230796,17.27169483,-0.6467422,0,4.66696836,-1.16561157,-13.51584511,-15.28301909,14.36227366,-1.94346776,0,0,0,0
11.32,1.35195441,-3.09951746,-145.69698725,-1.94221804,0.98052177,-0.04605202,26.23575275,-4.98128072,-14.47748705,-50.12207372,17.36178616,-0.56625279,0,4.3579992,-1.07241296,-13.78879538,-15.11989689,14.5449909,-2.16615831,0,0,0,0
11.325,1.4192155,-3.07007752,-146.12379745,-1.94485707,0.98030036,-0.04368068,26.48050993,-4.85886955,-14.9884871,-48.90708742,17.44067585,-0.53202463,0,4.07674515,-0.96956589,-14.07698929,-14.95627102,14.7074991,-2.37476863,0,0,0,0
11.33,1.42308026,-3.06008736,-146.53450133,-1.94756421,0.98012712,-0.04131269,26.62382527,-4.71852578,-15.54277274,-47.65769095,17.47951943,-0.60540014,0,3.73194164,-0.88520671,-14.32180663,-14.80524654,14.92219803,-2.59536872,0,0,0,0
11.335,1.4560869,-3.04235446,-146.96554469,-1.95028071,0.97988518,-0.03899285,26.79005277,-4.57164425,-16.07048573,-46.39500794,17.4842281,-0.72883936,0,3.42756001,-0.79280198,-14.59983551,-14.67304502,15.1200247,-2.81869786,0,0,0,0
11.34,1.4889065,-3.02428307,-147.40239912,-1.95302737,0.9796141,-0.03670303,26.93928502,-4.41389354,-16.59634373,-45.11536356,17.4547155,-0.92357329,0,3.1289641,-0.70122158,-14.88215224,-14.55242508,15.3238241,-3.03562713,0,0,0,0
11.345,1.51949353,-3.00898786,-147.84439161,-1.95580829,0.97932144,-0.03443976,27.06746552,-4.24483314,-17.11596681,-43.82064003,17.39109743,-1.20547682,0,2.83048808,-0.60854072,-15.1693241,-14.44016345,15.52692201,-3.24532239,0,0,0,0
11.35,1.54836359,-2.99623864,-148.29151782,-1.95862227,0.97900674,-0.03220017,27.17614862,-4.06741184,-17.63510056,-42.51616816,17.28895086,-1.56448809,0,2.53402942,-0.5148647,-15.4638908,-14.33878427,15.73231734,-3.44972818,0,0,0,0
11.355,1.58751359,-2.99232541,-148.74908583,-1.96145,0.97865902,-0.02999108,27.28175619,-3.88884827,-18.13542761,-41.21297311,17.12962419,-2.04210912,0,2.24979923,-0.40946096,-15.79007578,-14.25176393,15.92398359,-3.63741661,0,0,0,0
11.36,1.6049914,-2.98380318,-149.19601671,-1.96433504,0.97831086,-0.02776785,27.33970062,-3.7063811,-18.69130563,-39.89945704,16.97261569,-2.48498674,0,1.9474235,-0.31554659,-16.07353438,-14.1668099,16.14650909,-3.83192386,0,0,0,0
11.365,1.63893601,-2.99964883,-149.66065455,-1.96721324,0.97792767,-0.02558563,27.40569667,-3.52885678,-19.19385469,-38.60410717,16.72206285,-3.13991616,0,1.65820784,-0.19348134,-16.41201921,-14.10158153,16.3449123,-4.00596768,0,0,0,0
11.37,1.65070047,-3.0156152,-150.11032794,-1.97013667,0.97754396,-0.02338793,27.42589364,-3.35744397,-19.76589568,-37.3135285,16.48235619,-3.76916215,0,1.35878602,-0.08350731,-16.73000911,-14.05848157,16.55872184,-4.18693714,0,0,0,0
11.375,1.66868642,-3.03790041,-150.56556249,-1.9730897,0.97714057,-0.0212044,27.43891396,-3.18749658,-20.33836337,-36.03533782,16.19859024,-4.46795322,0,1.05987545,0.03868738,-17.05187129,-14.01176754,16.76667203,-4.35554273,0,0,0,0
11.38,1.70047269,-3.06755995,-151.02487529,-1.97605395,0.97671328,-0.01902497,27.45397233,-3.02636483,-20.90908261,-34.77377161,15.86985676,-5.23062679,0,0.77004448,0.17698654,-17.38761429,-13.96305112,16.965771,-4.49821769,0,0,0,0
11.385,1.71750492,-3.10739181,-151.47320874,-1.9790484,0.97628048,-0.01683742,27.43827407,-2.88088184,-21.53543508,-33.53998275,15.53849661,-6.00346756,0,0.4740614,0.3154923,-17.71872949,-13.93998469,17.16938277,-4.64174568,0,0,0,0
11.39,1.7325424,-3.15574465,-151.91503288,-1.98206438,0.97583613,-0.01464659,27.40840229,-2.74973736,-22.19690155,-32.33514606,15.19202487,-6.79619539,0,0.17851801,0.46134313,-18.04622313,-13.92845498,17.37037395,-4.7785489,0,0,0,0
11.395,1.7492147,-3.21284056,-152.35008427,-1.98510069,0.97537816,-0.01245132,27.36954278,-2.63559442,-22.89330019,-31.16434099,14.83371499,-7.60080404,0,-0.11186856,0.61560407,-18.37451774,-13.93106789,17.56481292,-4.90396554,0,0,0,0
11.4,1.7762319,-3.26704745,-152.77606874,-1.98816063,0.97489047,-0.01025941,27.33570348,-2.53236807,-23.6301575,-30.03015292,14.47011806,-8.41175915,0,-0.37776595,0.76657775,-18.71651839,-13.95921445,17.75488382,-4.99630808,0,0,0,0
11.405,1.77807068,-3.35139835,-153.19315593,-1.99124582,0.97442826,-0.00803892,27.26118551,-2.46310294,-24.41724588,-28.94826292,14.11295509,-9.18239521,0,-0.68608489,0.94216417,-19.01427448,-13.97830006,17.94601404,-5.11712492,0,0,0,0
11.41,1.79184778,-3.43439439,-153.59830477,-1.99434769,0.97393814,-0.00582262,27.19576579,-2.40741211,-25.23783696,-27.91110047,13.75450533,-9.95104987,0,-0.96649758,1.11672813,-19.31102368,-14.02626771,18.13133611,-5.2209156,0,0,0,0
11.415,1.81047365,-3.52136884,-153.98918635,-1.99747549,0.97343456,-0.0035994,27.12967119,-2.37062793,-26.09719957,-26.92427132,13.40662062,-10.69525851,0,-1.23306045,1.29250537,-19.60313745,-14.09514745,18.3000848,-5.30302881,0,0,0,0
11.42,1.82098046,-3.62189245,-154.37377019,-2.00063051,0.97293032,-0.00136032,27.05153046,-2.35749364,-26.98971419,-26.00054726,13.06009486,-11.39308577,0,-1.50967868,1.47969607,-19.86824127,-14.17215897,18.48427337,-5.38806945,0,0,0,0
11.425,1.83607228,-3.72636961,-154.74237567,-2.00380923,0.97241405,0.00088425,26.97517999,-2.363988,-27.91005269,-25.13635412,12.72446135,-12.05542099,0,-1.77083818,1.66797933,-20.11566195,-14.2733214,18.65499632,-5.46440536,0,0,0,0
11.43,1.85978704,-3.82939635,-155.08136261,-2.00701116,0.97188488,0.00315757,26.90485575,-2.4045942,-28.90690875,-24.34397712,12.42802914,-12.60411136,0,-2.01170977,1.85689338,-20.30779978,-14.39239326,18.80366284,-5.56529436,0,0,0,0
11.435,1.86322073,-3.95245541,-155.42880245,-2.01023539,0.97137164,0.00540727,26.81260913,-2.44325469,-29.8278285,-23.60768152,12.09739041,-13.21796572,0,-2.26467554,2.04849782,-20.51580659,-14.54839405,18.96678942,-5.63816003,0,0,0,0
11.44,1.88402865,-4.07113949,-155.77060147,-2.01349898,0.97084016,0.00765892,26.74379623,-2.48519716,-30.69891467,-22.93625166,11.75553465,-13.8746924,0,-2.50259363,2.2389805,-20.74107638,-14.69816044,19.1110674,-5.63696815,0,0,0,0
11.445,1.91045958,-4.18780003,-156.07978915,-2.01678283,0.97029633,0.00994762,26.6810096,-2.57031722,-31.64858052,-22.35723985,11.46502946,-14.35041546,0,-2.71707638,2.43027577,-20.87213306,-14.87795825,19.2466273,-5.71089826,0,0,0,0
11.45,1.9129351,-4.31440432,-156.38912796,-2.02009981,0.96978203,0.01221502,26.59078366,-2.64777197,-32.50979447,-21.83251625,11.14934079,-14.8597674,0,-2.94158511,2.61083492,-21.00503668,-15.09722512,19.38643901,-5.75981628,0,0,0,0
11.455,1.94612005,-4.45252463,-156.68530233,-2.02343431,0.96924882,0.01451928,26.53571315,-2.76921125,-33.3293501,-21.40095618,10.83792154,-15.31838169,0,-3.14684629,2.82032447,-21.10028862,-15.30056803,19.48447359,-5.78895726,0,0,0,0
11.46,1.92968967,-4.55476442,-156.97986034,-2.02685134,0.96873999,0.01676491,26.43662943,-2.81997421,-34.04615982,-21.00725192,10.53845963,-15.85807168,0,-3.35481905,2.95075748,-21.22007098,-15.57921167,19.62842007,-5.81169029,0,0,0,0
11.465,1.94104794,-4.67718554,-157.28283293,-2.03027325,0.96821765,0.01900822,26.37057863,-2.89595233,-34.60864501,-20.68969464,10.18177297,-16.44963734,0,-3.54296436,3.11075045,-21.35448948,-15.85879864,19.75347011,-5.75507113,0,0,0,0
11.47,1.94728033,-4.79066067,-157.54582346,-2.03373966,0.96770966,0.02128104,26.29581314,-2.99809254,-35.1900525,-20.45684579,9.90560649,-16.89932646,0,-3.71505425,3.25367985,-21.40577129,-16.17278782,19.84116871,-5.7573304,0,0,0,0
11.475,1.95603157,-4.9021286,-157.83957719,-2.03723681,0.96719452,0.02351212,26.23529289,-3.06606161,-35.52942741,-20.2735918,9.55803864,-17.51015176,0,-3.87743571,3.39052005,-21.50853558,-16.50414354,19.94356756,-5.70089654,0,0,0,0
11.48,1.96523717,-5.01857187,-158.08971952,-2.04077131,0.96670592,0.02580114,26.1657731,-3.19102824,-35.92763944,-20.18611313,9.30613875,-17.89143378,0,-4.03208465,3.53252212,-21.51199348,-16.85159383,20.00710511,-5.68760847,0,0,0,0
11.485,1.96803461,-5.10712873,-158.38670505,-2.04434799,0.96619845,0.02796081,26.10983502,-3.21149353,-35.95867333,-20.10651522,8.95656155,-18.62060525,0,-4.14968074,3.62129029,-21.62462827,-17.27223669,20.08619843,-5.61577295,0,0,0,0
11.49,1.96625568,-5.19335221,-158.65794373,-2.04796668,0.96572271,0.03015772,26.0424214,-3.26123815,-35.99364506,-20.10297596,8.67420256,-19.18339301,0,-4.26446208,3.70553594,-21.678988,-17.70548073,20.14283799,-5.55996065,0,0,0,0
11.495,1.96361304,-5.28525747,-158.9220612,-2.05162134,0.96526374,0.03234354,25.97226325,-3.3145575,-35.90509045,-20.15469692,8.4337088,-19.76392922,0,-4.36706265,3.78818823,-21.72371575,-18.16881756,20.17158378,-5.50105815,0,0,0,0
11.5,1.97565671,-5.35135787,-159.20624,-2.05530581,0.96479168,0.03448219,25.93157416,-3.33685264,-35.68573139,-20.25783024,8.18574219,-20.33407054,0,-4.42427441,3.84281829,-21.79948225,-18.67458357,20.18963052,-5.44159875,0,0,0,0
11.505,1.97587398,-5.4056884,-159.47931447,-2.05903397,0.96435579,0.03659698,25.87139226,-3.3388078,-35.38048926,-20.38688739,7.96918165,-20.89565012,0,-4.4667879,3.8699707,-21.86326745,-19.22567132,20.20396129,-5.37108625,0,0,0,0
11.51,1.97640209,-5.47012217,-159.76682959,-2.06279576,0.96394412,0.03869146,25.81592316,-3.35096155,-34.98727264,-20.57772612,7.81739544,-21.40430252,0,-4.50064163,3.90390784,-21.95265499,-19.79801221,20.15561107,-5.31506464,0,0,0,0
11.515,1.97237981,-5.49052157,-160.03854219,-2.06660472,0.96355617,0.04072835,25.74758931,-3.30019518,-34.51225927,-20.75267017,7.67282292,-21.93888806,0,-4.48608689,3.87179355,-22.03000433,-20.44676174,20.13423937,-5.23800446,0,0,0,0
11.52,1.96684799,-5.51673032,-160.32689875,-2.07044497,0.96319981,0.04273406,25.67978749,-3.25432211,-33.98422976,-20.97288547,7.59273622,-22.39184966,0,-4.45992988,3.84040373,-22.13231404,-21.1224334,20.05816132,-5.17214748,0,0,0,0
11.525,1.95720817,-5.52645822,-160.61930895,-2.07432296,0.96288403,0.04470124,25.60426878,-3.18637655,-33.42110075,-21.2059244,7.54671244,-22.79931514,0,-4.40562295,3.77805917,-22.2551016,-21.84913561,19.94853809,-5.1089535,0,0,0,0
11.53,1.94627221,-5.52804324,-160.91446648,-2.07823664,0.9626071,0.04662814,25.5219394,-3.1076521,-32.83682241,-21.45105172,7.56638019,-23.13666554,0,-4.32559679,3.69602113,-22.38393665,-22.62085111,19.79432514,-5.04608197,0,0,0,0
11.535,1.92747962,-5.51194782,-161.2226049,-2.08218403,0.96237605,0.04850141,25.42910015,-3.0045669,-32.24719726,-21.69980108,7.61307925,-23.42345344,0,-4.21923794,3.57920383,-22.54252786,-23.44674172,19.60336203,-4.98771434,0,0,0,0
11.54,1.90680881,-5.48833531,-161.53713663,-2.08616394,0.96219499,0.05032787,25.32726538,-2.89447229,-31.66966931,-21.95233556,7.72192625,-23.62197164,0,-4.08667614,3.44243644,-22.70901788,-24.31811492,19.35557916,-4.93654056,0,0,0,0
11.545,1.87398111,-5.44698543,-161.86383766,-2.09017039,0.96206855,0.05209433,25.21031786,-2.76300715,-31.11657162,-22.20187374,7.84801485,-23.77916248,0,-3.92933695,3.26524831,-22.90779291,-25.24920711,19.06462858,-4.88905232,0,0,0,0
11.55,1.8395074,-5.39736872,-162.199516,-2.0942058,0.96199525,0.0538104,25.08427849,-2.62402225,-30.58898288,-22.44690391,8.02557938,-23.86301793,0,-3.74362924,3.06480402,-23.11694075,-26.22924093,18.70696147,-4.8438898,0,0,0,0
11.555,1.80403192,-5.35432592,-162.55275084,-2.09824573,0.961976,0.05549149,24.95917464,-2.50677311,-30.11443972,-22.71716807,8.25309068,-23.82961398,0,-3.53577107,2.86553401,-23.32673248,-27.2459363,18.26305664,-4.85486132,0,0,0,0
11.56,1.76270213,-5.28790337,-162.91313794,-2.10231266,0.9620061,0.0570903,24.81957765,-2.35624251,-29.6555925,-22.95880766,8.49015981,-23.79211573,0,-3.29180733,2.61204587,-23.5683872,-28.33043263,17.76857573,-4.81992669,0,0,0,0
11.565,1.6916054,-5.21880206,-163.28072986,-2.10641509,0.96214554,0.0586426,24.62603493,-2.19403387,-29.24145865,-23.16539286,8.76826074,-23.66864725,0,-3.0535003,2.34790942,-23.75511958,-29.44376541,17.17567899,-4.89886738,0,0,0,0
11.57,1.66865444,-5.1483506,-163.66864907,-2.11048625,0.9622344,0.060105,24.50415017,-2.0505801,-28.84009362,-23.40994887,9.04096055,-23.56509149,0,-2.72540702,2.03682762,-24.09065116,-30.64994471,16.54330873,-4.75920719,0,0,0,0
11.575,1.60676515,-5.07300643,-164.07693568,-2.11458549,0.96242905,0.06150711,24.32948117,-1.89046434,-28.47077782,-23.63442366,9.32549533,-23.3861514,0,-2.41615651,1.712993,-24.37119301,-31.87328277,15.80955993,-4.7524635,0,0,0,0
11.58,1.53597245,-4.9997477,-164.49837117,-2.11870203,0.96269542,0.06285772,24.13159082,-1.72628123,-28.11131656,-23.83642472,9.62370768,-23.17374795,0,-2.09377297,1.38210968,-24.6208832,-33.12292807,14.96388024,-4.79522653,0,0,0,0
11.585,1.50006758,-4.93370301,-164.92496703,-2.12279161,0.96292743,0.06414342,23.97437031,-1.59604389,-27.81879747,-24.0592356,9.95994125,-22.89679658,0,-1.70192112,1.01983462,-24.9430332,-34.44548193,14.06914324,-4.71471168,0,0,0,0
11.59,1.44067346,-4.87191952,-165.36696468,-2.12690437,0.96324489,0.06535748,23.77526421,-1.45651691,-27.53123277,-24.25180728,10.30038711,-22.57125619,0,-1.31853169,0.64965439,-25.222555,-35.77888778,13.06173976,-4.68287618,0,0,0,0
11.595,1.38643274,-4.81955381,-165.82768307,-2.13100003,0.96358068,0.06651758,23.57940956,-1.32886926,-27.25237097,-24.4442439,10.64097459,-22.22577029,0,-0.90816198,0.27537014,-25.49741873,-37.14049218,11.97460659,-4.67705494,0,0,0,0
11.6,1.32532517,-4.77515844,-166.31040471,-2.1350852,0.96394352,0.06761212,23.37228462,-1.20336194,-26.97543963,-24.62808467,10.9707115,-21.8829377,0,-0.48672637,-0.10789614,-25.77046175,-38.52301732,10.8102971,-4.69876907,0,0,0,0
11.605,1.2821138,-4.74310996,-166.78884149,-2.13915743,0.96431754,0.06865975,23.17105528,-1.10126673,-26.72698081,-24.79892965,11.33418001,-21.460323,0,-0.02907049,-0.49043189,-26.00599761,-39.91994677,9.56715458,-4.6669854,0,0,0,0
11.61,1.21389571,-4.72779942,-167.28752983,-2.14322087,0.96473768,0.06966785,22.93724844,-1.01687057,-26.50856861,-24.96805841,11.69893277,-20.98644475,0,0.41182247,-0.86895965,-26.22594103,-41.31655163,8.25752029,-4.67895949,0,0,0,0
11.615,1.17513446,-4.71578765,-167.80080974,-2.14723526,0.965118,0.07060052,22.73579328,-0.92129422,-26.21999446,-25.11851067,12.03611397,-20.61363271,0,0.90536279,-1.25455075,-26.43293299,-42.72971524,6.9142833,-4.65509414,0,0,0,0
11.62,1.12816841,-4.71280765,-168.32968167,-2.15122136,0.96550238,0.07149122,22.52612715,-0.83944896,-25.9554319,-25.27269075,12.37649047,-20.20460785,0,1.40262356,-1.64311169,-26.62423632,-44.14270062,5.54109101,-4.63422156,0,0,0,0
11.625,1.08758233,-4.72683681,-168.85674237,-2.15517213,0.96589587,0.07236159,22.31253042,-0.78002654,-25.6986099,-25.41115078,12.72868038,-19.75122166,0,1.91696228,-2.01365252,-26.7636974,-45.53997609,4.14131036,-4.58393693,0,0,0,0
11.63,1.03862821,-4.74652629,-169.40299722,-2.15907861,0.96627672,0.07318996,22.09631186,-0.72325411,-25.43262592,-25.55314692,13.06773223,-19.32075594,0,2.43342823,-2.38814816,-26.89378334,-46.92932597,2.74891579,-4.53053281,0,0,0,0
11.635,0.99635792,-4.77795445,-169.94915382,-2.16293483,0.96665425,0.07399771,21.88123253,-0.68066019,-25.16197465,-25.67995071,13.40649052,-18.87429277,0,2.9670955,-2.74667366,-26.97664797,-48.2957347,1.36657243,-4.44626804,0,0,0,0
11.64,0.94296499,-4.81009523,-170.51329532,-2.16673727,0.96700813,0.07476977,21.6649067,-0.63584127,-24.87902688,-25.81427533,13.7297414,-18.46711904,0,3.49868426,-3.11325727,-27.05435452,-49.6481348,0.0258656,-4.35813215,0,0,0,0
11.645,0.89904553,-4.86059553,-171.0657506,-2.17048051,0.96736963,0.07556429,21.4522542,-0.6300695,-24.63688699,-25.94358199,14.06177516,-17.97015887,0,4.04718902,-3.44291736,-27.06672553,-50.95844151,-1.28883159,-4.24794788,0,0,0,0
11.65,0.82480659,-4.8967339,-171.65306175,-2.17418071,0.96773973,0.07628467,21.20838999,-0.56746363,-24.27817155,-26.03548795,14.33906669,-17.6364217,0,4.56621284,-3.796908,-27.08982269,-52.23948967,-2.52534408,-4.13153669,0,0,0,0
11.655,0.80083924,-4.9471027,-172.20581255,-2.1777837,0.96801092,0.07706906,21.0348782,-0.58119619,-24.05095547,-26.18259623,14.69630784,-17.11360033,0,5.15921686,-4.11469002,-27.04274619,-53.49882372,-3.67358813,-4.00806221,0,0,0,0
11.66,0.73118896,-4.98289373,-172.79559151,-2.18135231,0.96834269,0.07777526,20.80550081,-0.52830229,-23.6887615,-26.27238533,14.95568628,-16.79093748,0,5.695932,-4.45580453,-27.0139488,-54.70559153,-4.73831806,-3.87948439,0,0,0,0
11.665,0.71483881,-5.01775877,-173.35283027,-2.18482724,0.96856937,0.0785306,20.64749843,-0.51516202,-23.40162393,-26.39576038,15.26786741,-16.37571491,0,6.31085551,-4.77437638,-26.91689175,-55.88657257,-5.67764424,-3.75070071,0,0,0,0
11.67,0.66090411,-5.05195486,-173.93147908,-2.18826769,0.96884575,0.07926709,20.4472044,-0.48774797,-23.07698553,-26.4999754,15.54774586,-15.99109208,0,6.87605684,-5.0863846,-26.81993494,-57.00248401,-6.51309034,-3.67271444,0,0,0,0
11.675,0.60699464,-5.08397728,-174.50717246,-2.19165441,0.96911535,0.08000937,20.24970221,-0.46310768,-22.75166272,-26.60101877,15.81685746,-15.61545189,0,7.44239194,-5.38718507,-26.69881666,-58.06333137,-7.2267517,-3.63194425,0,0,0,0
