Header,foot_Accel_X,foot_Accel_Y,foot_Accel_Z,foot_Gyro_X,foot_Gyro_Y,foot_Gyro_Z,shank_Accel_X,shank_Accel_Y,shank_Accel_Z,shank_Gyro_X,shank_Gyro_Y,shank_Gyro_Z,thigh_Accel_X,thigh_Accel_Y,thigh_Accel_Z,thigh_Gyro_X,thigh_Gyro_Y,thigh_Gyro_Z,trunk_Accel_X,trunk_Accel_Y,trunk_Accel_Z,trunk_Gyro_X,trunk_Gyro_Y,trunk_Gyro_Z
11.165,0.177689098086809,1.80156305019757,0.912532296963194,2.19152431724817,-3.34972703183234,-1.4043368449708,-0.518511878793435,-0.0951058267126955,0.0558587320340553,3.00787922697642,-0.667000542298278,1.30464472644989,-1.18856078046453,-0.184675803885912,-0.293826917784924,0.12260795603091,-0.469281767660546,1.94790557548663,-1.00720323291818,-0.0621819680761493,-0.289997772495842,0.750915918070986,-0.560336595580335,0.0561291611921066
11.17,0.244691179428281,1.60604168550392,0.600627962040736,1.85117057426649,-3.19160289274771,-0.92994688524841,-0.53705416301732,-0.119801081289344,0.154871918138019,2.89806853454597,-0.880759657799289,1.45081570108838,-1.14468789117584,-0.150485789137267,-0.306956089747657,0.202746920911745,-0.457185142712328,1.95869767477175,-1.00115659036966,-0.0850117416356242,-0.273590496924063,0.695102121045145,-0.760010391884116,0.045594629239121
11.175,0.347018232934952,1.48503628986221,0.378269119985219,1.50259659431156,-2.92301175838802,-0.455089606372455,-0.546026668418853,-0.119492521065716,0.176693976837897,2.60753243715147,-1.16875209512653,1.65722592827966,-1.11257609814924,-0.119971494473005,-0.323930584357524,0.286498735548134,-0.447764983786429,1.95387755143526,-0.996793522775359,-0.130843564371713,-0.24360301367226,0.772891651780957,-0.940953612619437,0.055448466332327
11.18,0.310291993416325,1.35736853640405,0.350050971383452,1.26840708496048,-2.6490926850959,0.023379216582245,-0.527643709302175,-0.125558351420994,0.0842192689511312,2.36612616771129,-1.31178963808267,1.77865562130191,-1.07644685952914,-0.0952308763269684,-0.347752444716743,0.359960890723062,-0.420910412524527,1.95416782922654,-0.980638686447321,-0.155745966367593,-0.203689418990182,0.949902122946863,-1.02668185984508,0.0694008025956287
11.185,0.187802743741027,1.04874365389489,0.456226477001745,1.2798932645033,-2.47535088434703,0.60127014832981,-0.524284689003433,-0.111167688519551,0.00015222427217125,2.01610966534156,-1.4184681401573,1.883400357598,-1.03351004664842,-0.085982463087088,-0.359470499152164,0.419525313318539,-0.394009453324176,1.94133531251785,-0.948554034380274,-0.169829328748129,-0.148981270872767,1.15482760720072,-0.961557258509171,0.0741091075675661
11.19,0.130831477375392,0.72604213955477,0.578735361316708,1.71138895863848,-2.46769571176776,1.18004489851196,-0.548390735100451,-0.0612712194767333,0.00328411542310501,1.64957286580941,-1.53834603190836,1.951152496367,-0.998473628686801,-0.0744268532543161,-0.358260655858746,0.424914313749601,-0.355519853053795,1.91806294171514,-0.894383986698164,-0.187734221401383,-0.103377555967816,1.4072494041465,-0.670463932444982,0.0944591098323787
11.195,0.139323099084551,0.708309262466907,0.603347189912907,2.29599987006661,-2.49563275247012,1.65022078360514,-0.575046840571786,0.0063566805314383,0.0425450776691919,1.33815467747386,-1.67969548280517,1.98031763764634,-0.961899227851733,-0.0774947031776889,-0.37021091004584,0.355196753175164,-0.318481434726881,1.90781881278708,-0.850689865188542,-0.17061079065645,-0.0634806712422579,1.47572068787077,-0.262544118747927,0.0817066522844938
11.2,0.130904525801204,0.764219786714976,0.646476702896889,2.50002027526301,-2.44722815338624,1.91626243300382,-0.5831059467626,0.086469924018664,0.0804544700938095,1.01946260049885,-1.81366795806678,1.99900968499132,-0.928148000284802,-0.0966952733016997,-0.35729143153176,0.232451350279765,-0.29057282050554,1.88977971933793,-0.828263999643243,-0.166288389086467,-0.069985877610582,1.44707897341499,0.125667530789649,0.045891628870187
11.205,0.0894439399359658,0.768235980576608,0.766867036769122,2.53969361830581,-2.39346227828198,2.17875034105201,-0.578982566511647,0.191638924468517,0.0530103054440303,0.520843825461892,-1.98264583183609,2.03649913552794,-0.920072227851589,-0.0953269028853736,-0.359801720167872,0.0782758343887247,-0.258093221474986,1.8729287026785,-0.834276811146901,-0.172634679014446,-0.0802815902194424,1.44582604810631,0.400199153596318,0.0241004238677945
11.21,0.0204971940020733,0.695516535903585,0.885624846587993,2.43802161615713,-2.40844653582668,2.37094132269756,-0.583218181927848,0.249229218453774,0.0125361640768512,0.0217324188794172,-2.13431624751703,2.04950044872968,-0.912174310364643,-0.10181069465245,-0.359570970426031,-0.0642458805035686,-0.238041848178179,1.87003545676767,-0.846080313479099,-0.18558803661638,-0.098028299927526,1.46540553703193,0.569528721467848,0.00775004154630019
